C0000886	['棘细胞', '棘红细胞', '刺激细胞']
C0229579	['C细胞', 'C细胞', '滤泡旁细胞']
C0229586	[]
C0229587	[]
C0229588	[]
C0229589	[]
C0229598	[]
C0229604	[]
C0229606	['网状细胞', '网状细胞']
C0229608	[]
C0229609	[]
C0229610	['组织嗜酸性粒细胞']
C0229611	[]
C0229613	['淋巴母细胞', '淋巴母细胞', '淋巴母细胞', '原始淋巴细胞', '淋巴母细胞']
C0229614	['前淋巴细胞', '前淋巴细胞']
C0229615	[]
C0229616	[]
C0229617	[]
C0229618	[]
C0229628	[]
C0229629	[]
C0229630	['铁粒体', '铁粒体', '嗜铁细胞']
C0229631	[]
C0229633	['成髓细胞', '成髓细胞', '成髓细胞的', '原始粒细胞']
C0229635	['后髓细胞', '后髓细胞']
C0229636	[]
C0229637	[]
C0229638	[]
C0229640	['节段性中性粒细胞']
C0229641	[]
C0229642	[]
C0229643	[]
C0229644	[]
C0229645	[]
C0229646	[]
C0229647	[]
C0229648	[]
C0229649	['异嗜性', '异嗜性', '异性恋者']
C0229650	['巨核细胞']
C0229651	[]
C0229652	[]
C0229655	['单粒细胞', '单粒细胞']
C0229656	[]
C0229657	['等离子消融']
C0229658	[]
C0229659	[]
C0229660	[]
C0229661	[]
C0229662	[]
C0229663	[]
C0229892	[]
C0229951	['特克', '胸腺上皮细胞', '胸腺上皮细胞']
C0229952	[]
C0230510	[]
C0230511	[]
C0230512	[]
C0230513	[]
C0230514	[]
C0230515	[]
C0230516	[]
C0230517	[]
C0230518	['有丝分裂细胞']
C0230519	[]
C0230520	[]
C0230521	[]
C0230522	[]
C0230523	[]
C0230524	[]
C0230528	[]
C0230529	[]
C0230530	[]
C0230531	[]
C0230532	['中期板']
C0230533	[]
C0230534	[]
C0230535	[]
C0230536	[]
C0230537	[]
C0230538	[]
C0230539	[]
C0230540	['核周间隙']
C0230542	[]
C0230545	[]
C0230546	[]
C0230547	['ICG']
C0230572	[]
C0230575	[]
C0230580	[]
C0230581	[]
C0230582	[]
C0230583	[]
C0230584	[]
C0230586	[]
C0230587	[]
C0230588	[]
C0230589	[]
C0230590	[]
C0230591	[]
C0230592	[]
C0230593	[]
C0230594	[]
C0230595	['核体']
C0230596	[]
C0230597	[]
C0230598	[]
C0230599	[]
C0230600	[]
C0230602	[]
C0230603	[]
C0230604	[]
C0230605	[]
C0230606	[]
C0230607	[]
C0230608	[]
C0230609	['康尼克松']
C0230610	[]
C0230611	[]
C0230612	[]
C0230613	['AJ', '附着带']
C0230614	[]
C0230615	[]
C0230616	['半桥体', '半桥粒']
C0230617	[]
C0230618	[]
C0230619	[]
C0230620	[]
C0230621	[]
C0230622	[]
C0230623	[]
C0230624	['分隔连接']
C0230625	['细胞过程', '细胞进程', '细胞处理']
C0230626	['立体纤毛']
C0230627	[]
C0230628	['跛足', '跛足']
C0230629	['尾足类', '尾足类']
C0230630	[]
C0230631	[]
C0230632	[]
C0230633	[]
C0230634	[]
C0230636	[]
C0230637	[]
C0230638	['感觉毛发']
C0230639	[]
C0230640	[]
C0230641	[]
C0230642	[]
C0230643	[]
C0230644	[]
C0230645	[]
C0230646	['胆小管膜']
C0230647	[]
C0230649	[]
C0230650	[]
C0230651	[]
C0230652	[]
C0230653	['小窝', '小窝', '小窝', '小窝']
C0230654	[]
C0230656	[]
C0230657	[]
C0230658	[]
C0230661	[]
C0230662	[]
C0230663	[]
C0230665	[]
C0230666	[]
C0230667	[]
C0230671	[]
C0230672	[]
C0230673	[]
C0230674	[]
C0230675	[]
C0230676	[]
C0230677	[]
C0230678	[]
C0230679	[]
C0230680	[]
C0230681	['酶原颗粒']
C0230682	[]
C0230683	[]
C0230684	[]
C0230685	[]
C0230686	[]
C0230687	[]
C0230688	[]
C0230689	[]
C0230690	[]
C0230691	[]
C0230692	[]
C0230693	[]
C0230694	[]
C0230695	[]
C0230696	[]
C0230697	[]
C0230698	['板层小体', '板层体', '板层颗粒']
C0230699	[]
C0230700	[]
C0230701	[]
C0230702	[]
C0230703	[]
C0230704	['脂质体', '脂滴', '脂滴', '脂滴', '脂滴', '脂滴', '脂质颗粒']
C0230705	[]
C0230706	[]
C0230707	[]
C0230710	[]
C0230711	[]
C0230712	[]
C0230713	[]
C0230714	[]
C0230715	['乐队', '乐队', '圆盘', 'A波段', 'Q盘', '横盘']
C0230716	['我喜欢乐队', '我喜欢乐队', '我喜欢光碟', 'I波段', 'J光盘']
C0230717	['H波段', 'H盘', 'H区', 'H区']
C0230718	['M波段', 'M光盘', 'M线', 'm线']
C0230719	['Z波段', 'Z盘', 'z线', 'Z线', 'Z盘', 'z线', 'Z线']
C0230720	[]
C0230721	[]
C0230722	[]
C0230723	[]
C0230724	[]
C0230725	[]
C0230726	[]
C0230727	[]
C0230728	[]
C0230729	[]
C0230732	[]
C0230733	[]
C0230734	[]
C0230735	[]
C0230737	[]
C0230738	[]
C0230739	['纺锤杆']
C0230740	[]
C0230741	[]
C0230742	['原中心孔']
C0230743	['中心线卫星']
C0230744	['眼睑成形术', '眼睑成形术']
C0230745	[]
C0230746	[]
C0230747	[]
C0230748	[]
C0230749	[]
C0230750	['轴丝']
C0230751	[]
C0230752	[]
C0230753	[]
C0230754	[]
C0230755	[]
C0230756	['单重态', '单重态']
C0230757	[]
C0230758	[]
C0230759	[]
C0230760	[]
C0230761	[]
C0230763	[]
C0230764	['高尔基膜']
C0230765	['高尔基池', '高尔基池', '高尔基池', '高尔基堆']
C0230766	[]
C0230767	['高尔基囊泡']
C0230768	[]
C0230769	[]
C0230770	['内质网膜', 'ER膜']
C0230771	[]
C0230772	[]
C0230773	[]
C0230774	[]
C0230775	[]
C0230776	[]
C0230777	[]
C0230778	[]
C0230779	['格尔', '雷尔', '雷尔', '粗面内质网', '粗面内质网', '粗糙的']
C0230780	[]
C0230781	[]
C0230782	[]
C0230783	[]
C0230784	[]
C0230785	[]
C0230786	[]
C0230787	[]
C0230788	[]
C0230789	['爵士', '爵士', '爵士', '滑面内质网']
C0230790	[]
C0230791	[]
C0230792	[]
C0230793	[]
C0230795	[]
C0230796	[]
C0230797	[]
C0230798	[]
C0230799	[]
C0230800	[]
C0230801	['环状片层']
C0230802	[]
C0230803	[]
C0230804	[]
C0230805	[]
C0230806	[]
C0230807	[]
C0230808	[]
C0230809	[]
C0230812	['溶酶体膜', '溶酶体膜', '溶酶体膜']
C0230813	[]
C0230814	[]
C0230815	['次级溶酶体']
C0230816	[]
C0230817	[]
C0230818	[]
C0230819	[]
C0230820	['残体']
C0230821	[]
C0230822	['自溶体', '自溶体', '自溶酶体', '自噬溶酶体', 'AVd']
C0230823	[]
C0230824	[]
C0230825	['多泡体', '多泡内体', 'MVB', 'MVE']
C0230826	[]
C0230827	[]
C0230828	[]
C0230830	[]
C0230832	[]
C0230833	[]
C0230834	[]
C0230835	[]
C0230836	[]
C0230837	[]
C0230839	['线粒体外膜', '线粒体外膜']
C0230840	['线粒体内膜', '线粒体内膜', '线粒体内膜']
C0230841	[]
C0230842	[]
C0230843	[]
C0230844	['嵴', '线粒体嵴', '线粒体嵴', '线粒体嵴', '线粒体嵴']
C0230845	[]
C0230846	[]
C0230847	[]
C0230848	[]
C0230849	[]
C0230850	[]
C0230851	[]
C0230852	[]
C0230853	[]
C0230854	[]
C0230855	[]
C0230856	[]
C0230857	[]
C0230858	[]
C0230859	[]
C0230860	[]
C0230861	[]
C0230862	[]
C0230864	[]
C0230868	[]
C0230869	[]
C0230870	[]
C0230872	['动粒体', '动粒体']
C0230896	[]
C0230897	[]
C0230898	[]
C0230900	[]
C0230901	[]
C0230902	[]
C0230903	[]
C0230904	[]
C0230905	[]
C0230911	[]
C0230912	[]
C0230913	[]
C0230914	[]
C0230915	[]
C0230916	[]
C0230917	[]
C0230918	[]
C0230919	[]
C0230920	[]
C0230921	[]
C0230922	['微胶囊', '微胶囊']
C0230923	[]
C0230924	[]
C0230925	[]
C0230926	[]
C0230927	[]
C0230928	[]
C0230929	[]
C0230930	[]
C0230934	[]
C0230935	[]
C0230936	[]
C0230937	[]
C0230938	[]
C0230939	[]
C0230940	[]
C0230941	[]
C0230942	[]
C0230943	[]
C0230944	[]
C0230945	[]
C0230946	[]
C0230947	[]
C0230948	[]
C0230949	[]
C0230977	[]
C0231010	[]
C0231011	[]
C0231044	['原始生殖细胞', '原始生殖细胞']
C0242245	['滤泡树突状细胞', '滤泡树突状细胞', '滤泡树突状细胞', '滤泡树突状细胞']
C0242277	['原红细胞']
C0242351	[]
C0242435	[]
C0242436	[]
C0242598	[]
C0242607	['微管组织中心', 'MTOC', 'MTOC']
C0242608	['中心体', '中心体', '中心体']
C0242609	['动粒', '染色粒']
C0242629	['CD8淋巴细胞', 'CD8淋巴细胞', 'CD8+T细胞', 'CD8+T淋巴细胞', 'CD8+T淋巴细胞']
C0242632	['辅助性T细胞1型', 'Th1细胞', 'Th1细胞', 'Th1细胞']
C0242633	['辅助性T细胞2型', 'Th2细胞', 'Th2细胞', 'Th2细胞']
C0242697	['纤维肌', '肌纤维', '肌纤维', '肌肉纤维', '肌肉纤维', '肌管', '肌管']
C0242873	[]
C0242874	['慢抽搐肌纤维']
C0242915	['包被囊泡']
C0243092	['细胞成分', '细胞成分', '细胞结构', '细胞结构', '细胞结构', '细胞结构', '细胞结构', '细胞结构', '细胞结构']
C0260013	[]
C0260080	[]
C0282479	[]
C0282480	[]
C0282501	['多细胞球体', '多细胞球体']
C0282542	['固定化细胞']
C0282549	['HL-60细胞', 'HL-60细胞', 'HL60电池', 'HL60细胞']
C0282560	['Caco-2细胞', 'Caco-2细胞']
C0282639	['HT-29细胞', 'HT-29细胞', 'HT-29', 'HT29']
C0301864	[]
C0301867	[]
C0301868	[]
C0312737	['细胞存储器', '免疫细胞', '免疫细胞', '存储单元', '存储单元', '记忆细胞']
C0312738	[]
C0312739	[]
C0312740	['效应细胞', '效应细胞', '免疫效应细胞']
C0312864	[]
C0312865	[]
C0312866	[]
C0312867	[]
C0314583	[]
C0314584	[]
C0314585	[]
C0314586	[]
C0314587	['CFU-G']
C0314588	[]
C0314589	['通用汽车公司']
C0314591	[]
C0314592	[]
C0314593	[]
C0314595	[]
C0314596	['CFU-S']
C0333633	[]
C0333717	['异常细胞', '异常细胞', '异常细胞', '细胞异常']
C0333718	[]
C0333719	[]
C0333720	[]
C0333721	[]
C0333722	[]
C0333723	[]
C0333724	[]
C0333725	[]
C0333726	[]
C0333727	['印戒细胞', '印戒细胞', '印戒细胞']
C0333728	[]
C0333731	['罗森塔尔纤维', '罗森塔尔纤维']
C0333735	['反应性星形胶质细胞', '反应性星形胶质细胞']
C0333736	[]
C0333737	[]
C0333738	[]
C0333739	[]
C0333741	['图顿巨细胞']
C0333742	[]
C0333743	[]
C0333745	[]
C0333747	[]
C0333748	[]
C0333749	['拉福拉尸体', '拉弗拉体']
C0333763	['中央核心', '中心核']
C0333765	[]
C0333766	[]
C0333767	[]
C0333769	[]
C0333770	['环形光纤', '环状纤维']
C0333771	[]
C0333772	[]
C0333774	[]
C0333775	[]
C0333777	[]
C0333778	[]
C0333779	[]
C0333780	[]
C0333781	[]
C0333783	[]
C0333784	[]
C0333785	['类病毒颗粒']
C0333786	[]
C0333787	[]
C0333788	[]
C0333789	[]
C0333790	[]
C0333791	[]
C0333792	[]
C0333793	[]
C0333794	[]
C0333798	['多核细胞', '多核细胞']
C0333799	[]
C0333800	[]
C0333804	['气孔细胞', '口形红细胞']
C0333805	[]
C0333806	[]
C0333807	[]
C0333809	[]
C0333810	[]
C0333816	[]
C0333817	[]
C0333819	[]
C0333821	[]
C0333822	[]
C0333823	['涂抹细胞', '污迹细胞']
C0333824	[]
C0333825	[]
C0333826	[]
C0333827	[]
C0333828	[]
C0333829	[]
C0333830	[]
C0333831	[]
C0333832	[]
C0333833	['RA细胞']
C0333835	['夏柯-莱顿晶体']
C0333836	[]
C0333837	['高切细胞', '高切细胞']
C0333838	[]
C0333839	[]
C0333840	[]
C0333841	[]
C0333842	[]
C0333843	['骨髓细胞瘤', '骨髓瘤细胞', '骨髓瘤细胞']
C0333844	[]
C0333845	[]
C0333846	[]
C0333847	[]
C0333849	[]
C0333850	['毛细胞', '毛细胞', '毛细胞']
C0333851	['塞泽里细胞', '塞扎里细胞', '塞扎里细胞']
C0333852	[]
C0333853	['劈开', '劈开']
C0333854	[]
C0333855	[]
C0333856	[]
C0333857	[]
C0333858	[]
C0333859	[]
C0333862	[]
C0333863	[]
C0333900	[]
C0334140	[]
C0334227	['癌细胞', '癌细胞', '癌细胞', '癌细胞', '恶性细胞', '恶性细胞', '恶性细胞', '恶性细胞', '恶性细胞']
C0338063	[]
C0368761	['爆炸', '爆炸', '爆炸']
C0369602	[]
C0369668	['微细胞', '微细胞']
C0369715	['骨髓细胞', '髓细胞']
C0369738	[]
C0376351	['锥杆']
C0376448	['Jurkat细胞', 'Jurkat细胞']
C0376604	['嗜铬细胞', '嗜铬细胞', '嗜铬细胞', '嗜铬细胞', '嗜铬细胞', '嗜铬细胞']
C0376702	['COS-1']
C0391864	['细胞肥大']
C0392915	[]
C0392916	[]
C0393073	['EBV特异性细胞毒性T淋巴细胞']
C0427526	['大颗粒淋巴细胞', '大颗粒淋巴细胞', '大颗粒淋巴细胞']
C0427527	[]
C0427528	[]
C0427529	['细胞涂片', '涂片细胞']
C0427530	[]
C0427532	[]
C0427533	[]
C0427534	[]
C0427536	[]
C0427566	[]
C0427567	[]
C0427568	[]
C0427889	[]
C0427890	[]
C0431085	['肿瘤细胞', '肿瘤细胞', '肿瘤细胞', '肿瘤细胞', '肿瘤细胞', '肿瘤细胞', '肿瘤细胞', '肿瘤细胞', '肿瘤细胞']
C0432608	['环状嗜铁细胞', '环状铁粒体', '环状铁粒体']
C0432610	[]
C0432613	[]
C0440740	[]
C0440745	['色素细胞', '色素细胞']
C0440752	['炎症细胞', '炎症细胞', '炎症细胞']
C0443611	['脂肪球', '脂肪球']
C0443777	[]
C0443778	[]
C0443779	[]
C0444241	['基因样本', '基因样本']
C0444242	[]
C0444245	[]
C0444247	[]
C0444248	[]
C0444641	['滑液细胞']
C0444746	[]
C0457309	[]
C0483181	[]
C0483182	[]
C0483183	[]
C0483184	[]
C0483186	[]
C0483187	[]
C0483188	[]
C0483189	[]
C0483190	[]
C0483191	['CD4+CD8+']
C0483192	[]
C0483193	[]
C0486534	[]
C0486825	[]
C0487022	[]
C0487156	[]
C0487179	[]
C0487470	['圆形细胞', '圆形细胞']
C0487770	[]
C0501409	[]
C0501410	[]
C0501411	[]
C0501412	[]
C0501413	[]
C0501414	[]
C0506994	['杯状细胞', '杯状细胞', '杯状细胞', '杯状细胞', '杯状细胞', '粘液细胞']
C0521060	['阿西']
C0521119	['细胞外区', '细胞外', '细胞外']
C0521176	[]
C0521177	[]
C0521178	[]
C0521179	[]
C0521180	[]
C0521182	[]
C0521183	[]
C0521184	['ASC-US', '阿斯库斯', '阿斯库斯', '意义不明的非典型鳞状细胞', '意义不明的非典型鳞状细胞']
C0521391	[]
C0521392	[]
C0521449	['细胞质', '细胞质']
C0524455	[]
C0524456	[]
C0524457	[]
C0524458	['上运动神经元', '上运动神经元']
C0524459	['下运动神经元', '下运动神经元', '下运动神经元']
C0524970	[]
C0524977	[]
C0524978	[]
C0524979	['肠内分泌细胞']
C0524980	['肠嗜铬样细胞']
C0524983	['G细胞', 'g细胞', 'G细胞', 'g细胞', 'G细胞']
C0524984	['d区', 'd细胞', 'D细胞', 'd细胞', 'D细胞']
C0524987	[]
C0525009	['周质', '周质', '周质间隙', '周质']
C0544923	[]
C0544949	[]
C0544960	[]
C0544978	[]
C0544979	[]
C0552337	['膀胱细胞', '膀胱细胞']
C0552639	['管状细胞', '管状细胞']
C0553257	['细胞肾', '肾细胞', '肾细胞', '肾细胞']
C0581780	[]
C0584646	['肌腱连接']
C0596030	['腺泡细胞', '腺泡细胞', '腺泡细胞', '腺泡细胞', '腺泡细胞', '腺泡细胞']
C0596108	[]
C0596119	['顶膜']
C0596142	['常染色体', '常染色体', '常染色体', '常染色体', '常染色体']
C0596155	['基底细胞', '基底细胞', '基底细胞', '基底细胞', '基底细胞']
C0596156	['基底外侧膜']
C0596208	['脑细胞', '脑细胞', '细胞脑']
C0596291	['细胞基质', '基质细胞']
C0596293	['细胞水']
C0596508	['胚胎干细胞', '胚胎干细胞', '胚胎干细胞', '胚胎干细胞', '胚胎干细胞', 'ES细胞', 'es细胞']
C0596568	['细胞纤维', '纤维细胞']
C0596630	['颗粒细胞']
C0596632	['生长锥', '生长锥']
C0596698	['异核体']
C0596713	['水平单元']
C0596889	[]
C0596890	['乳腺癌细胞系', 'MCF-7细胞', 'MCF-7细胞', 'MCF7电池', 'MCF7电池', 'MCF7']
C0596901	['膜结构', '膜', '膜']
C0596945	[]
C0596952	['线粒体膜', '线粒体膜', '线粒体膜', '线粒体膜']
C0596975	['苔藓纤维']
C0596979	[]
C0596981	['肌细胞', '肌细胞', '肌细胞', '肌肉细胞', '肌肉细胞', '肌肉细胞', '心肌细胞', '心肌细胞', '心肌细胞', '肌细胞']
C0596993	['CFU-GEMM', 'CFU-M', '化学机械抛光', '髓样细胞']
C0596995	['成肌细胞', '成肌细胞', '成肌细胞', '成肌细胞']
C0597032	['肿瘤细胞', '肿瘤细胞', '肿瘤细胞']
C0597055	[]
C0597190	['薄膜']
C0597234	['光系统']
C0597407	[]
C0597447	['Sf9细胞系']
C0597661	['视觉感光器']
C0597690	[]
C0597694	['爪蟾卵母细胞']
C0597729	['SPB', '主轴杆体']
C0597895	['管腔膜']
C0597956	['细菌性囊肿']
C0598070	[]
C0598071	[]
C0598088	['连续细胞系']
C0598089	['已建立的细胞系']
C0598090	[]
C0598091	['稳定细胞系']
C0598099	['细胞膜']
C0598102	['极化电池']
C0598117	['星状细胞']
C0598170	['黑素细胞']
C0598171	['核仁组织区']
C0598180	[]
C0598267	['外质']
C0598268	['内质', '内质']
C0598269	[]
C0598315	[]
C0598536	['滤泡上皮细胞']
C0598592	[]
C0598613	[]
C0598625	[]
C0598718	[]
C0598786	[]
C0598800	['周细胞', '周细胞', '周细胞', '周细胞', '血管周围细胞']
C0598828	[]
C0598829	['MDCK细胞', 'MDCK细胞', 'MDCK细胞']
C0598988	['全国人大', '全国人大', '核孔复合体（NPC）', '核孔复合体', '核孔复合体', '核孔复合体']
C0599131	['光系统I', '光系统I']
C0599132	['光系统II', '光系统II']
C0599229	[]
C0599376	[]
C0599409	[]
C0599415	['甜菜夜蛾细胞系']
C0599444	['体细胞', '体细胞', '神经元胞体', '神经元细胞体', '围核体', '躯体', '躯体']
C0599455	['精子蛋白']
C0599757	['细胞m', '细胞m', 'M细胞', 'm细胞', 'M细胞', 'm细胞', 'M细胞']
C0599819	[]
C0599856	['肌卫星细胞', '肌肉干细胞', '肌肉干细胞', '卫星小区', '卫星小区', '卫星细胞']
C0600314	[]
C0600315	['丝状足', '丝状足', '丝足类']
C0600316	[]
C0600317	[]
C0600432	['K562细胞']
C0600496	[]
C0600531	['U937电池', 'U937细胞']
C0600532	['韦贝尔宫殿酒店']
C0677626	['肝癌细胞']
C0677646	['腺窝细胞']
C0677856	['自体淋巴细胞', '自体淋巴细胞']
C0682523	['人细胞系', '人细胞系']
C0682529	['生物膜', '生物膜']
C0682537	['核质', '核质']
C0682540	['梭形细胞']
C0682545	[]
C0682546	['嗜酸细胞']
C0682547	['嗜酸性细胞']
C0682548	[]
C0682551	[]
C0682552	['实质细胞']
C0682566	['肌浆', '肌浆']
C0682610	['肠细胞', '肠细胞', '肠细胞', '肠细胞']
C0682634	[]
C0682638	['记忆B细胞', '记忆B细胞']
C0682639	['记忆T细胞', '记忆T细胞', '记忆T细胞']
C0682649	['本体感受器', '本体感受器']
C0682650	[]
C0682678	['神经元结构']
C0682685	['突触分裂']
C0682693	[]
C0682694	['抑制性中间神经元']
C0682695	['伦肖细胞']
C0682696	[]
C0682697	[]
C0682698	['投射神经元']
C0682700	['外周神经元']
C0682701	[]
C0682702	[]
C0683191	[]
C0683194	[]
C0684118	[]
C0684123	[]
C0684215	['夹层圆盘', '插层盘']
C0699040	['细胞相关', '细胞结合', '细胞表面', '细胞表面', '细胞表面']
C0729605	['亚细胞结构', '亚细胞结构']
C0729606	['染色体结构']
C0734999	['胰岛细胞', '胰岛细胞']
C0751960	['类囊体膜', '类囊体膜']
C0751961	['类囊体']
C0751972	['卡哈尔尸体', '卡哈尔体']
